위스키명,브랜드,할인가_USD,정상가_USD,할인율_%,누적판매,리뷰수,평점,재고,구매가능,소분류,상품코드,SKU,상품URL
올트모어 23년 CS 한정판 (화이트포트) 700ml,올트모어,574.75,605.0,5.0,194,1,10.0,1,Y,1220:싱글몰트 위스키,5337038,113531000078,https://www.shilladfs.com/estore/kr/ko/p/5337038
로얄살루트 21년 Peated Blend 700ml,로얄살루트,190.0,200.0,5.0,486,3,10.0,6,Y,1211:블렌디드 위스키,5081231,110231000021,https://www.shilladfs.com/estore/kr/ko/p/5081231
페리에 주에 벨에포크 750ml,페리에 주에,189.05,199.0,5.0,260,1,10.0,0,N,1221:와인/샴페인,5834768,292731000002,https://www.shilladfs.com/estore/kr/ko/p/5834768
글렌카담 25년 700ml,글렌카담,663.1,698.0,5.0,209,4,10.0,0,N,1220:싱글몰트 위스키,5358801,276531000004,https://www.shilladfs.com/estore/kr/ko/p/5358801
보모어 16년 700ml,보모어,55.0,110.0,50.0,382,1,10.0,6,Y,1220:싱글몰트 위스키,5524532,114231000053,https://www.shilladfs.com/estore/kr/ko/p/5524532
레미마틴 엑스오 1000ml,레미마틴,304.0,320.0,5.0,367,0,0.0,6,Y,1213:Cognac,276050,085131000003,https://www.shilladfs.com/estore/kr/ko/p/276050
아벨라워 아부나흐 700ml,발렌타인,80.5,115.0,30.0,171,0,0.0,6,Y,1220:싱글몰트 위스키,5887242,046131000068,https://www.shilladfs.com/estore/kr/ko/p/5887242
쿠르부아지에 엑스트라 700ml,쿠르부아지에,541.5,570.0,5.0,56,0,0.0,6,Y,1213:꼬냑,5508491,109731000037,https://www.shilladfs.com/estore/kr/ko/p/5508491
로얄 브라클라 25년 700ml,로얄브라클라,540.0,900.0,40.0,436,1,10.0,6,Y,1220:싱글몰트 위스키,5560830,113531000081,https://www.shilladfs.com/estore/kr/ko/p/5560830
패터캐른 23년 700ml,패터캐른,269.1,299.0,10.0,180,2,8.0,4,Y,1220:싱글몰트 위스키,5219288,114431000087,https://www.shilladfs.com/estore/kr/ko/p/5219288
글렌드로낙 16년 700ml,글렌드로낙,103.95,135.0,23.0,2324,9,9.77777778,6,Y,1220:싱글몰트 위스키,4391067,114931000034,https://www.shilladfs.com/estore/kr/ko/p/4391067
부나하벤 크루아모나 1000ml,부나하벤,86.4,96.0,10.0,231,1,8.0,6,Y,1220:싱글몰트 위스키,5229281,265331000002,https://www.shilladfs.com/estore/kr/ko/p/5229281
화요41도 750ml,케이전통주,34.2,36.0,5.0,64,0,0.0,5,Y,1224:한국술,5717208,955331000003,https://www.shilladfs.com/estore/kr/ko/p/5717208
시그나토리 글렌기어리 2011 12년 스몰배치 #14 700ml,시그나토리 빈티지,59.5,119.0,50.0,202,3,10.0,6,Y,1220:싱글몰트 위스키,5788002,288631000004,https://www.shilladfs.com/estore/kr/ko/p/5788002
헤네시 XXO 1000ml,헤네시,508.5,565.0,10.0,487,0,0.0,6,Y,1213:꼬냑,3374486,086931000054,https://www.shilladfs.com/estore/kr/ko/p/3374486
Old Pulteney 25 Years Old 700ml,올드풀트니,546.0,840.0,35.0,32,0,0.0,6,Y,1220:싱글몰트 위스키,5866020,265831000011,https://www.shilladfs.com/estore/kr/ko/p/5866020
시그나토리 글렌그란트 2000 캐스크 스트렝스 25년 #6 700ml,시그나토리 빈티지,503.5,530.0,5.0,194,3,10.0,0,N,1220:싱글몰트 위스키,5788001,288631000002,https://www.shilladfs.com/estore/kr/ko/p/5788001
파이퍼하이직 빈티지 2018 750ml,와인나라,55.8,90.0,38.0,116,0,0.0,6,Y,1221:와인/샴페인,5937069,115431000208,https://www.shilladfs.com/estore/kr/ko/p/5937069
샤또 달마이약 뽀이약 2011 750ml,샤토 달마이약,99.75,105.0,5.0,103,0,0.0,6,Y,1221:와인/샴페인,5599678,287231000005,https://www.shilladfs.com/estore/kr/ko/p/5599678
볼랭저 PN TX 2020 750ml,볼랭저,124.0,155.0,20.0,46,0,0.0,6,Y,1221:와인/샴페인,5804874,292831000006,https://www.shilladfs.com/estore/kr/ko/p/5804874
그르기치 힐스 나파 밸리 샤도네이 2022 750ml,그르기치 힐스,61.75,65.0,5.0,138,0,0.0,6,Y,1221:와인/샴페인,5790188,268331000075,https://www.shilladfs.com/estore/kr/ko/p/5790188
까뮤 싱글 서브 30ml*6,까뮤,141.68,308.0,54.0,52,0,0.0,6,Y,1213:꼬냑,5591821,070031000051,https://www.shilladfs.com/estore/kr/ko/p/5591821
벤리악 30년 700ml,벤리악,492.0,820.0,40.0,164,0,0.0,6,Y,1220:싱글몰트 위스키,5719581,114931000050,https://www.shilladfs.com/estore/kr/ko/p/5719581
분주 30년 500ml,분주,81.2,145.0,44.0,701,2,10.0,6,Y,1216:중국술,5104694,067631000035,https://www.shilladfs.com/estore/kr/ko/p/5104694
앙리 지로 에스프리 750ml,앙리 지로,54.27,81.0,33.0,410,3,10.0,6,Y,1221:와인/샴페인,5531347,250231000006,https://www.shilladfs.com/estore/kr/ko/p/5531347
아케시 하쿠로 700ml,아케시,479.75,505.0,5.0,144,0,0.0,5,Y,1220:싱글몰트 위스키,5372473,276131000003,https://www.shilladfs.com/estore/kr/ko/p/5372473
더 패밀리 캐스크스 2004_S24 700ml,글렌파클라스,478.8,504.0,5.0,261,0,0.0,0,N,1220:싱글몰트 위스키,5548856,265931000013,https://www.shilladfs.com/estore/kr/ko/p/5548856
보모어 25년 700ml,보모어,476.0,560.0,15.0,67,0,0.0,0,N,1220:싱글몰트 위스키,5221773,114231000037,https://www.shilladfs.com/estore/kr/ko/p/5221773
NEW 올트모어 18년 (마데이라) 500ml,올트모어,118.75,125.0,5.0,270,2,9.0,6,Y,1220:싱글몰트 위스키,5560831,113531000087,https://www.shilladfs.com/estore/kr/ko/p/5560831
케이머스 스페셜 셀렉션 카버네 소비뇽 2020 750ml,케이머스,237.5,250.0,5.0,53,0,0.0,6,Y,1221:와인/샴페인,5885468,268331000083,https://www.shilladfs.com/estore/kr/ko/p/5885468
올트모어 21년 (COLHEITA)700ml,올트모어,475.0,500.0,5.0,124,1,10.0,0,N,1220:싱글몰트 위스키,5460669,113531000069,https://www.shilladfs.com/estore/kr/ko/p/5460669
글렌파클라스 15년 700ml,글렌파클라스,67.5,135.0,50.0,534,0,0.0,6,Y,1220:싱글몰트 위스키,5226623,265931000004,https://www.shilladfs.com/estore/kr/ko/p/5226623
에버펠디 21년 마데이라 캐스크 700ml,에버펠디,235.6,248.0,5.0,282,1,10.0,6,Y,1220:싱글몰트 위스키,5316366,113531000030,https://www.shilladfs.com/estore/kr/ko/p/5316366
산토리 하쿠슈 DR 700ml,산토리,117.0,117.0,0.0,349,0,0.0,6,Y,1211:블렌디드 위스키,5828882,114131000030,https://www.shilladfs.com/estore/kr/ko/p/5828882
신례명주 휴 750ml,한국전통술,116.0,145.0,20.0,3,0,0.0,6,Y,1224:한국술,5866137,669331000142,https://www.shilladfs.com/estore/kr/ko/p/5866137
발렌타인 21년 500ml,발렌타인,114.95,121.0,5.0,103,0,0.0,6,Y,1211:블렌디드 위스키,5900540,046131000065,https://www.shilladfs.com/estore/kr/ko/p/5900540
글렌피딕 26년 GC 700ml,글렌피딕,458.9,706.0,35.0,1026,8,10.0,6,Y,1220:싱글몰트 위스키,5105340,082331000038,https://www.shilladfs.com/estore/kr/ko/p/5105340
시그나토리 글렌리벳 2006 캐스크 스트렝스 18년 700ml,시그나토리 빈티지,228.95,241.0,5.0,427,17,9.88235294,0,N,1220:싱글몰트 위스키,5713581,288631000001,https://www.shilladfs.com/estore/kr/ko/p/5713581
빌까르살몽 블랑 드 블랑 루이살몽 12 750ml,빌까르 살몽,228.95,241.0,5.0,82,0,0.0,3,Y,1221:와인/샴페인,5517696,268331000049,https://www.shilladfs.com/estore/kr/ko/p/5517696
벤리악 25년 1997 캐스크 에디션 700ml,벤리악,456.0,480.0,5.0,798,14,9.71428571,0,N,1220:싱글몰트 위스키,5337400,114931000049,https://www.shilladfs.com/estore/kr/ko/p/5337400
수정방 레드포춘 500ml,수정방,81.7,86.0,5.0,186,2,10.0,6,Y,1216:중국술,5070442,111331000003,https://www.shilladfs.com/estore/kr/ko/p/5070442
글렌알라키 12년 (24RB) 700ml,글렌알라키,90.95,107.0,15.0,474,0,0.0,6,Y,1220:싱글몰트 위스키,5463343,265631000009,https://www.shilladfs.com/estore/kr/ko/p/5463343
빌까르살몽 브뤼 끌로 생 힐레르 07 750ml,빌까르 살몽,453.6,720.0,37.0,52,0,0.0,6,Y,1221:와인/샴페인,5517697,268331000050,https://www.shilladfs.com/estore/kr/ko/p/5517697
옥토모어 16.1 700ml,브룩라디,167.0,167.0,0.0,352,0,0.0,6,Y,1220:싱글몰트 위스키,5900472,085131000115,https://www.shilladfs.com/estore/kr/ko/p/5900472
고든앤맥패일 코노세어초이스 하이랜드 파크 1998 25년 700ml,고든 앤 맥패일,449.35,473.0,5.0,209,0,0.0,0,N,1220:싱글몰트 위스키,5677224,115431000188,https://www.shilladfs.com/estore/kr/ko/p/5677224
루이 로드레 크리스탈 2016 750ml,루이 로드레 크리스탈,448.4,472.0,5.0,242,0,0.0,6,Y,1221:와인/샴페인,5818992,126931000049,https://www.shilladfs.com/estore/kr/ko/p/5818992
발베니 11년 헝가리안 캐스크 700ml,발베니,63.8,110.0,42.0,651,3,9.33333333,6,Y,1220:싱글몰트 위스키,5526820,112231000036,https://www.shilladfs.com/estore/kr/ko/p/5526820
잭다니엘 블랙라벨 1000ml,잭다니엘,33.25,35.0,5.0,670,9,9.55555556,6,Y,1211:블렌디드 위스키,5070932,114931000001,https://www.shilladfs.com/estore/kr/ko/p/5070932
페리에 주에 블라종 로제 750ml,페리에 주에,71.25,75.0,5.0,106,0,0.0,6,Y,1221:와인/샴페인,5834771,292731000003,https://www.shilladfs.com/estore/kr/ko/p/5834771
샤보 30년 750ml,샤보,427.5,450.0,5.0,165,1,10.0,5,Y,1227:기타 주류,5130575,109131000031,https://www.shilladfs.com/estore/kr/ko/p/5130575
도넘 이스트 슬롭 피노누아 2021 750ml,신세계 L&B,106.5,213.0,50.0,55,0,0.0,6,Y,1221:와인/샴페인,5396337,115331000192,https://www.shilladfs.com/estore/kr/ko/p/5396337
조니워커 블랙 1000ml,조니워커,53.2,56.0,5.0,947,8,10.0,6,Y,1211:블렌디드 위스키,26127,046331000006,https://www.shilladfs.com/estore/kr/ko/p/26127
랑주 청화랑 500ml,랑주,141.55,149.0,5.0,159,1,10.0,6,Y,1216:중국술,5526753,067631000062,https://www.shilladfs.com/estore/kr/ko/p/5526753
더 패밀리 캐스크스 2006_S24 700ml,글렌파클라스,423.7,446.0,5.0,123,0,0.0,0,N,1220:싱글몰트 위스키,5548855,265931000012,https://www.shilladfs.com/estore/kr/ko/p/5548855
프라팡 XO VIP 700ml,프라팡,266.0,280.0,5.0,125,0,0.0,6,Y,1213:꼬냑,5515186,268331000047,https://www.shilladfs.com/estore/kr/ko/p/5515186
발베니 클래식 VAP 700ml,발베니,59.59,101.0,41.0,172,1,10.0,1,Y,1220:싱글몰트 위스키,5516906,112231000039,https://www.shilladfs.com/estore/kr/ko/p/5516906
조니워커 더블 블랙 1000ml,조니워커,32.16,67.0,52.0,539,3,9.33333333,6,Y,1211:블렌디드 위스키,3625938,046331000029,https://www.shilladfs.com/estore/kr/ko/p/3625938
파 니엔테 나파 밸리 카버네 소비뇽 2022 750ml,파 니엔테,209.0,220.0,5.0,171,0,0.0,6,Y,1221:와인/샴페인,5790189,268331000074,https://www.shilladfs.com/estore/kr/ko/p/5790189
조니워커 킹조지 5세 500ml,조니워커,418.0,440.0,5.0,190,0,0.0,6,Y,1211:블렌디드 위스키,3334610,046331000025,https://www.shilladfs.com/estore/kr/ko/p/3334610
화요 적마에디션 750ml,화요,46.4,58.0,20.0,63,0,0.0,0,N,1224:한국술,5870138,669331000147,https://www.shilladfs.com/estore/kr/ko/p/5870138
화요 X-1 550ml*2,화요,50.4,63.0,20.0,331,5,9.6,6,Y,1224:한국술,5156990,669331000081,https://www.shilladfs.com/estore/kr/ko/p/5156990
듀어스 15년 (New Edition) 1000ml ,듀어스,60.8,64.0,5.0,149,0,0.0,6,Y,1211:블렌디드 위스키,5575518,113531000089,https://www.shilladfs.com/estore/kr/ko/p/5575518
조니워커 골드 리저브 1000ml,조니워커,79.2,88.0,10.0,101,2,9.0,6,Y,1211:블렌디드 위스키,5667234,046331000062,https://www.shilladfs.com/estore/kr/ko/p/5667234
샴페인 빌까르 살몽 르 로제 750ml,빌까르 살몽,131.1,138.0,5.0,21,0,0.0,6,Y,1221:와인/샴페인,5874270,268331000082,https://www.shilladfs.com/estore/kr/ko/p/5874270
"스택스 립 와인셀라, CASK23 카베르네소비뇽 2021 750ml",와인나라,393.3,414.0,5.0,188,0,0.0,6,Y,1221:와인/샴페인,5739942,115431000199,https://www.shilladfs.com/estore/kr/ko/p/5739942
뉴리프 8년 버번 750ml,뉴리프,98.0,98.0,0.0,129,1,10.0,6,Y,1211:블렌디드 위스키,5917129,295531000003,https://www.shilladfs.com/estore/kr/ko/p/5917129
글렌피딕 23년 그랑크뤼 슬림팩 700ml,글렌피딕,194.15,353.0,45.0,187,0,0.0,6,Y,1220:싱글몰트 위스키,5855038,082331000064,https://www.shilladfs.com/estore/kr/ko/p/5855038
옥토모어 14.2 700ml,브룩라디,190.0,190.0,0.0,186,1,10.0,6,Y,1220:싱글몰트 위스키,5900470,085131000112,https://www.shilladfs.com/estore/kr/ko/p/5900470
시바스리갈 Ultis XX 1000ml,시바스리갈,124.55,235.0,47.0,48,2,5.0,6,Y,1211:블렌디드 위스키,3755407,110331000017,https://www.shilladfs.com/estore/kr/ko/p/3755407
페닐로페 아키텍트 750ml,페닐로페,31.05,69.0,55.0,77,1,10.0,6,Y,1227:기타 주류,5680192,287531000003,https://www.shilladfs.com/estore/kr/ko/p/5680192
와일드무어 30년 트로피칼 코스트 700ml,와일드무어,368.6,388.0,5.0,92,0,0.0,6,Y,1211:블렌디드 위스키,5399822,279331000003,https://www.shilladfs.com/estore/kr/ko/p/5399822
헤네시 XO 1500ml,헤네시,367.5,490.0,25.0,82,0,0.0,6,Y,1213:꼬냑,5786503,086931000130,https://www.shilladfs.com/estore/kr/ko/p/5786503
페넬로페 리오 750ml,페닐로페,183.6,204.0,10.0,103,0,0.0,6,Y,1220:싱글몰트 위스키,5905723,287531000012,https://www.shilladfs.com/estore/kr/ko/p/5905723
글렌데브론 20년 1000ml,글렌데브론,63.5,127.0,50.0,104,0,0.0,6,Y,1211:블렌디드 위스키,5070793,113531000009,https://www.shilladfs.com/estore/kr/ko/p/5070793
금문 LIQU 금문고량주 22년 600ml,금문고량주,346.5,385.0,10.0,109,3,10.0,6,Y,1216:중국술,5819124,290831000007,https://www.shilladfs.com/estore/kr/ko/p/5819124
샤또 딸보 2018 750ml,샤토 딸보,121.6,128.0,5.0,101,0,0.0,6,Y,1221:와인/샴페인,5778060,287231000019,https://www.shilladfs.com/estore/kr/ko/p/5778060
글렌알라키 17Y 미즈나라 700mL,글렌알라키,361.0,380.0,5.0,875,11,9.63636364,0,N,1220:싱글몰트 위스키,5744591,265631000017,https://www.shilladfs.com/estore/kr/ko/p/5744591
시크릿 스페이사이드 Glen Keith 25년 700ml,글렌리벳,361.0,380.0,5.0,355,7,10.0,0,N,1220:싱글몰트 위스키,5065831,110431000025,https://www.shilladfs.com/estore/kr/ko/p/5065831
고든앤맥패일 디스틸러리 링크우드 25년 700ml,고든 앤 맥패일,359.1,378.0,5.0,75,0,0.0,0,N,1220:싱글몰트 위스키,5677238,115431000187,https://www.shilladfs.com/estore/kr/ko/p/5677238
시크릿 스페이사이드 Caperdonich 18년 Peated 700ml,글렌리벳,59.8,130.0,54.0,137,0,0.0,6,Y,1220:싱글몰트 위스키,5065829,110431000020,https://www.shilladfs.com/estore/kr/ko/p/5065829
페넬로페 하바나 750ml,페닐로페,183.6,204.0,10.0,30,0,0.0,6,Y,1211:블렌디드 위스키,5970311,287531000016,https://www.shilladfs.com/estore/kr/ko/p/5970311
"하이츠 셀라, 마르타스 빈야드 카베르네 소비뇽 2018 750ml",하이츠 셀라,349.6,368.0,5.0,74,0,0.0,6,Y,1221:와인/샴페인,5705512,288831000004,https://www.shilladfs.com/estore/kr/ko/p/5705512
카발란 올로로소 쉐리 솔리스트 1000ml,카발란,171.0,190.0,10.0,2446,3,9.33333333,0,N,1220:싱글몰트 위스키,5101467,249031000004,https://www.shilladfs.com/estore/kr/ko/p/5101467
브룩라디 블랙아트 11 700ml,브룩라디,337.5,450.0,25.0,437,1,4.0,0,N,1220:싱글몰트 위스키,5610610,085131000085,https://www.shilladfs.com/estore/kr/ko/p/5610610
우드포드 리저브 Double XO 700ml,우드포드 리저브,166.25,175.0,5.0,567,2,10.0,6,Y,1211:블렌디드 위스키,5251910,114931000045,https://www.shilladfs.com/estore/kr/ko/p/5251910
파이퍼 하이직 에센셜 블랑 드 블랑 NV 750ml,와인나라,77.9,82.0,5.0,451,0,0.0,6,Y,1221:와인/샴페인,5290632,115431000116,https://www.shilladfs.com/estore/kr/ko/p/5290632
와일드터키 마스터스 킵 보야지 750ml,와일드터키,165.3,174.0,5.0,367,2,9.0,0,N,1211:블렌디드 위스키,5605211,257231000008,https://www.shilladfs.com/estore/kr/ko/p/5605211
까뮤 VSOP 보더리 1000ml,까뮤,55.0,100.0,45.0,492,1,10.0,6,Y,1213:꼬냑,3347365,070031000011,https://www.shilladfs.com/estore/kr/ko/p/3347365
"다나 에스테이트, 바소 카베르네 소비뇽 2021 750ml",에노테카,108.0,120.0,10.0,35,0,0.0,6,Y,1221:와인/샴페인,5916220,126931000053,https://www.shilladfs.com/estore/kr/ko/p/5916220
테일러스 토니 포트 와인 20년 750ml,테일러스 포트 와인,64.6,68.0,5.0,478,1,6.0,0,N,1221:와인/샴페인,5477394,280631000002,https://www.shilladfs.com/estore/kr/ko/p/5477394
파이퍼 하이직 레어 2013 750ml ,와인나라,323.0,340.0,5.0,1113,4,6.0,6,Y,1221:와인/샴페인,3435280,115431000077,https://www.shilladfs.com/estore/kr/ko/p/3435280
오타드 엑스트라 700ml,오타드,320.0,400.0,20.0,35,0,0.0,0,N,1213:꼬냑,5070753,113331000006,https://www.shilladfs.com/estore/kr/ko/p/5070753
카발란 페드로히메네즈 솔리스트 750ml,카발란,319.2,399.0,20.0,2915,5,10.0,0,N,1220:싱글몰트 위스키,5101643,249031000010,https://www.shilladfs.com/estore/kr/ko/p/5101643
발렌타인 21년 아티스트 에디션 5 700ml,발렌타인,158.65,167.0,5.0,9,0,0.0,6,Y,1211:블렌디드 위스키,5945876,046131000067,https://www.shilladfs.com/estore/kr/ko/p/5945876
더 글렌리벳 16년 1000ml,글렌리벳,58.65,115.0,49.0,93,0,0.0,6,Y,1220:싱글몰트 위스키,5828029,110431000036,https://www.shilladfs.com/estore/kr/ko/p/5828029
부쉬밀 마르사라 캐스크 21년 700ml,부쉬밀,153.7,265.0,42.0,263,2,10.0,3,Y,1220:싱글몰트 위스키,5200760,130531000021,https://www.shilladfs.com/estore/kr/ko/p/5200760
ABERLOUR 16년 700ml,발렌타인,76.7,130.0,41.0,53,0,0.0,6,Y,1220:싱글몰트 위스키,5837405,046131000061,https://www.shilladfs.com/estore/kr/ko/p/5837405
돈훌리오 아네호 750ml,돈훌리오,51.0,85.0,40.0,221,2,10.0,6,Y,1226:스피릿,5296322,254931000004,https://www.shilladfs.com/estore/kr/ko/p/5296322
클라세 아줄 테킬라 레포사도  500ml,클라세 아줄,172.9,182.0,5.0,481,1,10.0,6,Y,1226:스피릿,5597485,282931000005,https://www.shilladfs.com/estore/kr/ko/p/5597485
잭다니엘 Tennessee Apple 1000ml,잭다니엘,33.25,35.0,5.0,537,15,9.2,6,Y,1211:블렌디드 위스키,5303578,114931000044,https://www.shilladfs.com/estore/kr/ko/p/5303578
까뮤 XO 보더리 패밀리 리저브 1000ml ,까뮤,296.1,329.0,10.0,301,1,10.0,6,Y,1213:꼬냑,5605320,070031000022,https://www.shilladfs.com/estore/kr/ko/p/5605320
마오타이 뱀띠 500ml,마오타이,295.8,580.0,49.0,46,0,0.0,6,Y,1216:중국술,5655958,194431000022,https://www.shilladfs.com/estore/kr/ko/p/5655958
보모어 24년 프랭크 콰이어틀리 4 700ml,보모어,295.8,510.0,42.0,677,6,10.0,6,Y,1220:싱글몰트 위스키,5489102,114231000048,https://www.shilladfs.com/estore/kr/ko/p/5489102
양허 천지람 52% 500ml,양허,58.9,62.0,5.0,208,0,0.0,6,Y,1216:중국술,5506823,067631000052,https://www.shilladfs.com/estore/kr/ko/p/5506823
라프로익 12년 700ml,라프로익,42.0,70.0,40.0,46,0,0.0,6,Y,1220:싱글몰트 위스키,5917035,114131000053,https://www.shilladfs.com/estore/kr/ko/p/5917035
뉴리프 8년 라이 750ml,뉴리프,98.0,98.0,0.0,83,0,0.0,0,N,1211:블렌디드 위스키,5917042,295531000002,https://www.shilladfs.com/estore/kr/ko/p/5917042
그랑 패트론 피에드라 700ml,패트론,291.6,324.0,10.0,47,0,0.0,0,N,1226:스피릿,5799369,122131000019,https://www.shilladfs.com/estore/kr/ko/p/5799369
클라이넬리시 10년 SR FY24 700ml (2023 Special Release),탈리스커,188.1,198.0,5.0,191,0,0.0,4,Y,1220:싱글몰트 위스키,5420684,111131000030,https://www.shilladfs.com/estore/kr/ko/p/5420684
시그나토리 오크니(HP) 2005 캐스크 스트렝스 19년 #31 700ml,시그나토리 빈티지,285.0,300.0,5.0,164,2,10.0,0,N,1220:싱글몰트 위스키,5819169,288631000006,https://www.shilladfs.com/estore/kr/ko/p/5819169
페넬로페 프로젝트 X 메이플 브륄레 750ml,페닐로페,71.2,89.0,20.0,58,0,0.0,6,Y,1220:싱글몰트 위스키,5916221,287531000014,https://www.shilladfs.com/estore/kr/ko/p/5916221
우량예 2026월드컵 에디션 52% 500ml,우량예,141.55,149.0,5.0,6,0,0.0,6,Y,1216:중국술,5968417,067631000083,https://www.shilladfs.com/estore/kr/ko/p/5968417
발렌타인 25년 GLENBURGIE 700ml,발렌타인,279.3,399.0,30.0,70,0,0.0,6,Y,1220:싱글몰트 위스키,5885749,046131000069,https://www.shilladfs.com/estore/kr/ko/p/5885749
카발란 미니어처 기프트 세트 50ml*4,카발란,46.5,62.0,25.0,123,0,0.0,6,Y,1220:싱글몰트 위스키,5943035,249031000059,https://www.shilladfs.com/estore/kr/ko/p/5943035
